1、严重并发症或合并症（MCC）
表 2-1-1 严重并发症或合并症（MCC）
疾病编码 疾病名称 排除内容
F15.300 使用其他兴奋剂（包括咖啡因）引起的戒断状态 表 2-3-54
F15.300x001 含有咖啡因的兴奋剂戒断状态 表 2-3-54
F15.300x002 咖啡因戒断状态 表 2-3-54
F15.300x003 苯丙胺类兴奋剂戒断状态 表 2-3-54
F15.300x004 氯胺酮戒断状态 表 2-3-54
F15.400 使用其他兴奋剂（包括咖啡因）引起的戒断状态伴有谵妄 表 2-3-54
F15.400x001 伴有谵妄的含有咖啡因兴奋剂戒断状态 表 2-3-54
F15.400x002 伴有谵妄的咖啡因戒断状态 表 2-3-54
F15.400x003 伴有谵妄的苯丙胺类兴奋剂戒断状态 表 2-3-54
F15.400x004 伴有谵妄的氯胺酮戒断状态 表 2-3-54
F15.600 使用其他兴奋剂（包括咖啡因）引起的遗忘综合征 表 2-3-54
F15.600x001 含有咖啡因的兴奋剂所致的遗忘综合征 表 2-3-54
F15.600x002 咖啡因所致的遗忘综合征 表 2-3-54
F15.600x003 苯丙胺类兴奋剂所致的遗忘综合征 表 2-3-54
F15.600x004 氯胺酮所致的遗忘综合征 表 2-3-54
F15.700 使用其他兴奋剂（包括咖啡因）引起的残留性和迟发性精神病性障碍 表 2-3-54
F15.700x001 含有咖啡因的兴奋剂所致的残留性和迟发性精神病性障碍 表 2-3-54
F15.700x002 咖啡因所致的残留性和迟发性精神病性障碍 表 2-3-54
F15.700x003 苯丙胺类兴奋剂所致的残留性和迟发性精神病性障碍 表 2-3-54
F15.700x004 氯胺酮所致的残留性和迟发性精神病性障碍 表 2-3-54
F16.200 使用致幻剂引起的依赖综合征 表 2-3-54
F16.300 使用致幻剂引起的戒断状态 表 2-3-54
F16.400 使用致幻剂引起的戒断状态伴有谵妄 表 2-3-54
F16.400x001 伴有谵妄的致幻剂戒断状态 表 2-3-54
F16.600 使用致幻剂引起的遗忘综合征 表 2-3-54
F17.000 使用烟草急性中毒引起的精神和行为障碍 表 2-3-54
F17.000x001 烟草急性中毒 表 2-3-54
F17.100 有害性使用烟草引起的精神和行为障碍 表 2-3-54
F17.100x001 烟草的有害使用 表 2-3-54
F17.300 使用烟草引起的戒断状态 表 2-3-54
F18.000 使用挥发性溶剂急性中毒引起的精神和行为障碍 表 2-3-54
F18.000x001 挥发性溶剂急性中毒 表 2-3-54
F18.300 使用挥发性溶剂引起的戒断状态 表 2-3-54
F18.900 使用挥发性溶剂引起的精神和行为障碍 表 2-3-54
F19.000 使用多种药物和其他精神活性物质急性中毒引起的精神和行为障碍 表 2-3-54
1096
疾病编码 疾病名称 排除内容
F19.000x002 多种药物和其他精神活性物质急性中毒 表 2-3-54
F19.200 使用多种药物和其他精神活性物质引起的依赖综合征 表 2-3-54
F19.200x001 A.P.C药物成瘾 表 2-3-54
F19.201 镇痛药物瘾 表 2-3-54
F19.300 使用多种药物和其他精神活性物质引起的戒断状态 表 2-3-54
F19.400 使用多种药物和其他精神活性物质引起的戒断状态伴有谵妄 表 2-3-54
F19.400x001 伴有谵妄的多种药物和其他精神活性物质戒断状态 表 2-3-54
F19.800 使用多种药物和其他精神活性物质引起的其他精神和行为障碍 表 2-3-54
F19.900 使用多种药物和其他精神活性物质引起的精神和行为障碍 表 2-3-54
F19.900x002 A.P.C中毒致精神障碍 表 2-3-54
F19.900x003 阿的平中毒致精神障碍 表 2-3-54
F19.900x004 合霉素中毒致精神障碍 表 2-3-54
F19.900x005 激素类药物致精神障碍 表 2-3-54
F19.900x006 眠尔通中毒致精神障碍 表 2-3-54
F19.900x007 药物源性精神障碍 表 2-3-54
F19.900x008 抗帕金森药物所致精神障碍 表 2-3-54
F19.900x009 利血平所致精神障碍 表 2-3-54
F20.000 偏执型精神分裂症 表 2-3-55
F20.300 未分化型精神分裂症 表 2-3-55
F20.301 非典型精神分裂症 表 2-3-55
F20.400 精神分裂症后抑郁 表 2-3-55
F20.500 残留型精神分裂症 表 2-3-55
F20.501 慢性精神分裂症 表 2-3-55
F20.600 单纯型精神分裂症 表 2-3-55
F22.000 妄想性障碍 表 2-3-55
F22.001 偏执性精神病 表 2-3-55
F22.002 妄想狂 表 2-3-55
F22.003 偏执状态 表 2-3-55
F22.800 持久的妄想性障碍，其他的 表 2-3-55
F22.800x001 更年期偏执状态 表 2-3-55
F23.200 急性精神分裂症样精神病性障碍 表 2-3-55
F23.200x003 急性精神分裂样精神病性障碍,不伴急性应激反应 表 2-3-55
F23.200x011 急性精神分裂样精神病性障碍,伴有急性应激反应 表 2-3-55
F23.300 急性精神病性障碍，其他以妄想为主的 表 2-3-55
F23.300x001 偏执性反应 表 2-3-55
F23.300x002 心因性偏执性精神障碍 表 2-3-55
F23.300x003 以妄想为主的急性精神病性障碍 表 2-3-55
F23.301 急性偏执性反应状态 表 2-3-55
F23.800 急性而短暂的精神病性障碍，其他的 表 2-3-55
F25.000 分裂情感性障碍，躁狂型 表 2-3-55
F25.000x001 分裂情感性障碍躁狂发作 表 2-3-55
F25.100 分裂情感性障碍，抑郁型 表 2-3-55
F25.100x001 分裂情感性障碍抑郁发作 表 2-3-55
1097
疾病编码 疾病名称 排除内容
F25.800 分裂情感性障碍，其他的 表 2-3-55
F30.000 轻躁狂 表 2-3-56
F30.100 不伴有精神病性症状的躁狂 表 2-3-56
F30.100x001 不伴有精神病性症状的躁狂发作 表 2-3-56
F30.200 伴有精神病性症状的躁狂 表 2-3-56
F30.200x001 伴有精神病性症状的躁狂发作 表 2-3-56
F30.200x002 躁狂性木僵 表 2-3-56
F30.201 谵妄性躁狂症 表 2-3-56
F30.800 躁狂发作，其他的 表 2-3-56
F30.800x002 兴奋状态 表 2-3-56
F30.900 躁狂发作 表 2-3-56
F30.901 兴奋躁动状态 表 2-3-56
F31.000 双相情感障碍，目前为轻躁狂发作 表 2-3-56
F31.100 双相情感障碍，目前为不伴有精神病性症状的躁狂发作 表 2-3-56
F31.200 双相情感障碍，目前为伴有精神病性症状的躁狂发作 表 2-3-56
F31.300 双相情感障碍，目前为轻度或中度抑郁发作 表 2-3-56
F31.300x002 双相情感障碍,目前为轻度抑郁发作 表 2-3-56
F31.300x003 双相情感障碍,目前为不伴有躯体症状的轻度抑郁发作 表 2-3-56
F31.300x005 双相情感障碍,目前为不伴有躯体症状的中度抑郁发作 表 2-3-56
F31.300x011 双相情感障碍,目前为伴有躯体症状的轻度抑郁发作 表 2-3-56
F31.300x012 双相情感障碍,目前为伴有躯体症状的中度抑郁发作 表 2-3-56
F31.301 双相情感障碍，目前为中度抑郁发作 表 2-3-56
F31.400 双相情感障碍，目前为不伴有精神病性症状的重度抑郁发作 表 2-3-56
F31.500 双相情感障碍，目前为伴有精神病性症状的重度抑郁发作 表 2-3-56
F31.600 双相情感障碍，目前为混合性发作 表 2-3-56
F32.200 不伴有精神病性症状的重度抑郁发作 表 2-3-56
F32.300 伴有精神病性症状的重度抑郁发作 表 2-3-56
F32.301 抑郁性精神病 表 2-3-56
F33.300 复发性抑郁障碍，目前为伴有精神病性症状的重度发作 表 2-3-56
F43.800 应激反应，其他严重的 表 2-3-57
F43.800x002 监护室综合征 表 2-3-57
F43.801 与文化相关的精神障碍 表 2-3-57
F43.802 气功所致精神障碍 表 2-3-57
F43.803 与迷信巫术相关的精神障碍 表 2-3-57
F43.804 恐缩症 表 2-3-57
F43.900 严重应激反应 表 2-3-57
F72.000 重度精神发育迟缓，无或轻微行为缺陷的 表 2-3-60
F72.000x001 重度精神发育迟滞 表 2-3-60
F72.800 重度精神发育迟缓，其他行为缺陷 表 2-3-60
F72.900 重度精神发育迟缓，未提及行为缺陷的 表 2-3-60
F73.000 极重度精神发育迟缓，无或轻微行为缺陷的 表 2-3-60
F73.000x001 极重度精神发育迟滞 表 2-3-60
F73.100 极重度精神发育迟缓，需要加以关注或治疗的显著行为缺陷 表 2-3-60
1098
疾病编码 疾病名称 排除内容
F73.800 极重度精神发育迟缓，其他行为缺陷 表 2-3-60
G04.000 急性播散性脑炎 表 2-3-64
G04.000x004 疫苗接种后脑脊髓炎 表 2-3-64
G04.001 急性播散性脑脊髓炎 表 2-3-64
G04.002 疫苗接种后脑炎 表 2-3-64
G06.100 椎管内脓肿和肉芽肿 表 2-3-64
G06.100x002 椎管内脓肿 表 2-3-64
G06.100x003 脊髓脓肿 表 2-3-64
G06.100x004 脊髓肉芽肿 表 2-3-64
G06.100x006 硬脊膜外肉芽肿 表 2-3-64
G06.100x008 硬脊膜下肉芽肿 表 2-3-64
G06.100x009 椎管内感染 表 2-3-64
G06.101 椎管内肉芽肿 表 2-3-64
G06.102 硬脊膜下脓肿 表 2-3-64
G06.103 硬脊膜外脓肿 表 2-3-64
G10.x00 亨廷顿病 表 2-3-65
G10.x00x004 良性非进行性家族性舞蹈病 表 2-3-65
G10.x00x005 先天性舞蹈病 表 2-3-65
G10.x01+F02.2* 亨廷顿病性痴呆 表 2-3-65
G21.100 帕金森综合征，其他药物性继发性的 表 2-3-66
G21.101 中毒性帕金森综合征 表 2-3-66
G21.102 药源性静坐不能 表 2-3-66
G21.200 继发性帕金森综合征，其他外部因素引起的 表 2-3-66
G21.201 外伤性帕金森综合征 表 2-3-66
G21.300 脑炎后帕金森综合征 表 2-3-66
G21.400 血管性帕金森综合征 表 2-3-66
G21.401 动脉硬化性帕金森综合征 表 2-3-66
G21.800 继发性帕金森综合征，其他的 表 2-3-66
G21.800x002 不典型帕金森综合征 表 2-3-66
G21.801 感染后帕金森综合征 表 2-3-66
G21.900 继发性帕金森综合征 表 2-3-66
G23.000 哈勒沃登-施帕茨病 表 2-3-66
G23.000x002 进行性苍白球变性 表 2-3-66
G23.000x003 苍白球黑质红核色素变性 表 2-3-66
G23.100 进行性核上性眼肌麻痹［斯蒂尔-里查森-奥尔谢夫斯基］ 表 2-3-66
G23.101 进行性核上性麻痹 表 2-3-66
G23.200 帕金森型多系统萎缩 表 2-3-66
G23.300 小脑型多系统萎缩 表 2-3-66
G23.800 基底核变性疾病，其他特指的 表 2-3-66
G23.800x005 家族性特发性基底节钙化症[Fahr病] 表 2-3-66
G23.800x006 齿状红核苍白球丘脑底核萎缩症 表 2-3-66
G23.800x007 关岛肌萎缩侧索硬化-帕金森-痴呆综合征 表 2-3-66
G23.801 橄榄体脑桥小脑萎缩 表 2-3-66
1099
疾病编码 疾病名称 排除内容
G23.802 原发性基底节钙化 表 2-3-66
G23.803 皮质基底节变性 表 2-3-66
G23.804 神经源性直立性低血压 表 2-3-66
G23.900 基底核变性疾病 表 2-3-66
G24.000 药物性张力失常 表 2-3-66
G24.200 特发性非家族性张力失常 表 2-3-66
G24.200x001 婴儿大脑性手足徐动型轻瘫 表 2-3-66
G24.200x003 运动诱发性肌张力障碍 表 2-3-66
G24.201 继发性肌张力障碍 表 2-3-66
G24.202 症状性肌张力障碍 表 2-3-66
G30.000 阿尔茨海默病伴有早期发病 表 2-3-67
G30.000x002 家族性阿尔茨海默病（老年前期型） 表 2-3-67
G30.000x003+F00.0* 阿尔茨海默病性痴呆（老年前期型） 表 2-3-67
G30.000x004+F00.0* 家族性阿尔茨海默病性痴呆（老年前期型） 表 2-3-67
G30.100 阿尔茨海默病伴有晚期发病 表 2-3-67
G30.100x002+F00.1* 家族性阿尔茨海默病性痴呆（老年型） 表 2-3-67
G30.100x003+F00.1* 阿尔茨海默病性痴呆（老年型） 表 2-3-67
G30.800 阿尔茨海默病,其他的 表 2-3-67
G30.800x001 阿尔茨海默病（混合型） 表 2-3-67
G30.800x003+F00.2* 混合性痴呆 表 2-3-67
G30.801+F00.2* 混合型阿尔茨海默病性痴呆伴幻觉妄想状态 表 2-3-67
G30.802+F00.2* 混合型阿尔茨海默病性痴呆伴抑郁状态 表 2-3-67
G30.900 阿尔茨海默病 表 2-3-67
G30.901+F00.9* 阿尔茨海默病性痴呆 表 2-3-67
G36.100 急性和亚急性出血性白质脑炎［赫斯特］ 表 2-3-68
G36.101 急性出血性白质脑炎 表 2-3-68
G37.000 弥漫性硬化 表 2-3-68
G37.000x002 轴周性脑炎 表 2-3-68
G37.100 胼胝体中枢性脱髓鞘 表 2-3-68
G37.100x002 原发性胼胝体变性 表 2-3-68
G37.200 中枢性脑桥髓鞘破坏 表 2-3-68
G37.200x001 脑桥中央髓鞘溶解症 表 2-3-68
G37.200x002 脑桥外髓鞘溶解症 表 2-3-68
G37.300 中枢神经系统脱髓鞘病的急性横贯性脊髓炎 表 2-3-68
G37.301 急性横贯性脊髓炎 表 2-3-68
G41.000 癫痫大发作持续状态 表 2-3-69
G41.000x002 癫痫全面性强直-阵挛发作持续状态 表 2-3-69
G41.000x003 癫痫阵挛发作持续状态 表 2-3-69
G41.000x004 癫痫强直性发作持续状态 表 2-3-69
G41.000x005 癫痫肌阵孪发作持续状态 表 2-3-69
G41.001 全面性强直阵挛性癫痫持续状态 表 2-3-69
G41.100 癫痫小发作持续状态 表 2-3-69
G41.101 失神性癫痫持续状态 表 2-3-69
1100 疾病编码 疾病名称 排除内容 G41.200 复杂部分性癫痫持续状态 表 2-3-69 G41.200x002 癫痫偏侧抽搐状态伴偏侧轻瘫 表 2-3-69 G41.200x003 边缘叶性癫痫持续状态 表 2-3-69 G41.200x004 癫痫单纯部分性发作持续状态 表 2-3-69 G41.800 癫痫持续状态，其他的 表 2-3-69 G41.801 慢波睡眠中持续棘慢复合波癫痫 表 2-3-69 G41.802 全面性癫痫持续状态 表 2-3-69 G41.806 局灶性癫痫持续状态 表 2-3-69 G41.807 局灶性癫痫持续性先兆 表 2-3-69 G41.900 癫痫持续状态 表 2-3-69 G45.400 短暂性完全性遗忘 表 2-3-69 G54.600 幻肢综合征伴有疼痛 表 2-3-70 G61.000 吉兰-巴雷［格林-巴利］综合征 表 2-3-71 G61.000x003 急性运动轴索性神经病 表 2-3-71 G61.000x004 急性炎性脱髓鞘性多发神经根神经病 表 2-3-71 G61.000x005 急性运动感觉轴索性神经病 表 2-3-71 G61.000x006 急性感觉神经病 表 2-3-71 G61.001 费舍综合征 表 2-3-71 G61.002 吉兰-巴雷综合征轴索型 表 2-3-71 G61.003 吉兰-巴雷综合征脱髓鞘型 表 2-3-71 G61.100 血清性神经病变 表 2-3-71 G61.800 炎性多神经病，其他的 表 2-3-71 G61.800x003 获得性多灶性感觉运动神经病 表 2-3-71 G61.800x004 急性感觉运动神经病 表 2-3-71 G61.800x005 亚急性感觉神经病 表 2-3-71 G61.800x006 亚急性或慢性感觉运动神经病 表 2-3-71 G61.801 慢性炎症性脱髓鞘性多发性神经病 表 2-3-71 G61.900 炎性多神经病 表 2-3-71 G71.100 肌强直性疾患 表 2-3-72 G71.101 神经性肌强直 表 2-3-72 G71.102 萎缩性肌强直 表 2-3-72 G71.103 营养不良性肌强直 表 2-3-72 G71.104 先天性肌强直 表 2-3-72 G71.105 先天性副肌强直 表 2-3-72 G71.106 非营养不良性肌强直综合征 表 2-3-72 G71.300 线粒体肌病，不可归类在他处者 表 2-3-72 G71.300x001 线粒体脑肌病伴高乳酸血症和卒中样发作 表 2-3-72 G71.300x003 线粒体肌病 表 2-3-72 G71.301 线粒体脑肌病 表 2-3-72 G92.x00 中毒性脑病 表 2-3-74 G92.x00x002 急性中毒性脑病 表 2-3-74 G92.x00x003 慢性中毒性脑病 表 2-3-74 G92.x01 一氧化碳中毒性脑病 表 2-3-74
1101
疾病编码 疾病名称 排除内容
G92.x02 一氧化碳中毒迟发性脑病 表 2-3-74
G93.500 脑受压 表 2-3-74
G93.500x001 枕骨大孔疝[小脑扁桃体疝] 表 2-3-74
G93.500x002 脑干受压 表 2-3-74
G93.500x005 外侧型小脑幕裂孔疝[钩回疝] 表 2-3-74
G93.500x006 中央型小脑幕裂孔疝[中心疝/中线疝] 表 2-3-74
G93.500x007 小脑幕孔下降疝 表 2-3-74
G93.500x008 小脑幕孔上升疝 表 2-3-74
G93.500x009 大脑镰下疝[扣带回疝] 表 2-3-74
G93.500x010 蝶骨嵴疝 表 2-3-74
G93.501 脑疝 表 2-3-74
G93.503 小脑幕裂孔疝 表 2-3-74
G93.504 后天性脑膜膨出 表 2-3-74
H35.100 早产儿视网膜病 表 2-3-79
H72.100 鼓膜鼓室上隐窝穿孔 表 2-3-87
H72.101 鼓膜松弛部穿孔 表 2-3-87
H72.200 鼓膜其他边缘性穿孔 表 2-3-87
H80.000 耳硬化累及前庭窗，非闭塞性 表 2-3-88
H80.000x001 非闭塞性耳硬化累及前庭窗 表 2-3-88
H80.000x002 非闭塞性镫骨耳硬化 表 2-3-88
H80.100 耳硬化累及前庭窗，闭塞性 表 2-3-88
H80.100x001 闭塞性耳硬化累及前庭窗 表 2-3-88
H80.100x002 闭塞性镫骨耳硬化 表 2-3-88
I01.100 急性风湿性心内膜炎 表 2-3-90
I01.200 急性风湿性心肌炎 表 2-3-90
I12.000 高血压肾脏病伴有肾衰竭 表 2-3-92
I12.000x001 高血压性肾衰竭 表 2-3-92
I12.900 高血压肾脏病不伴有肾衰竭 表 2-3-92
I12.900x001 动脉硬化性肾病 表 2-3-92
I12.900x002 动脉硬化性肾炎 表 2-3-92
I12.900x003 高血压性肾病 表 2-3-92
I12.900x005 肾萎缩伴高血压 表 2-3-92
I12.900x006 小动脉性肾病 表 2-3-92
I12.900x008 恶性肾小动脉硬化症 表 2-3-92
I12.900x009 良性肾小动脉硬化症 表 2-3-92
I12.902 肾动脉硬化 表 2-3-92
I12.904 肾小动脉硬化症 表 2-3-92
I13.000 高血压心脏和肾脏病伴有（充血性）心力衰竭 表 2-3-92
I13.000x001 高血压性心脏病和肾脏病伴心力衰竭 表 2-3-92
I13.100 高血压心脏和肾脏病伴有肾衰竭 表 2-3-92
I13.100x001 高血压性心脏病和肾脏病伴肾衰竭 表 2-3-92
I13.200 高血压心脏和肾脏病同时伴有（充血性）心力衰竭和肾衰竭 表 2-3-92
I13.200x001 高血压性心脏病和肾脏病伴心力衰竭和肾衰竭 表 2-3-92
1102 疾病编码 疾病名称 排除内容 I21.000 前壁急性透壁性心肌梗死 表 2-3-93 I21.000x005 急性前壁尖部心肌梗死 表 2-3-93 I21.001 急性前壁心肌梗死 表 2-3-93 I21.002 急性前侧壁心肌梗死 表 2-3-93 I21.003 急性前间壁心肌梗死 表 2-3-93 I21.004 急性广泛前壁心肌梗死 表 2-3-93 I21.100 下壁急性透壁性心肌梗死 表 2-3-93 I21.103 急性下壁心肌梗死 表 2-3-93 I21.104 急性下间壁心肌梗死 表 2-3-93 I21.105 急性下侧壁心肌梗死 表 2-3-93 I21.106 急性下后壁心肌梗死 表 2-3-93 I21.200 急性透壁心肌梗死，其他部位的 表 2-3-93 I21.200x003 急性后壁心肌梗死 表 2-3-93 I21.200x009 急性心房心肌梗死 表 2-3-93 I21.200x010 急性心尖部心肌梗死 表 2-3-93 I21.200x011 急性后间壁心肌梗死 表 2-3-93 I21.200x014 急性侧壁正后壁心肌梗死 表 2-3-93 I21.200x015 急性尖-侧壁心肌梗死 表 2-3-93 I21.200x016 急性下壁高侧壁心肌梗死 表 2-3-93 I21.200x017 急性下壁高侧壁正后壁心肌梗死 表 2-3-93 I21.200x018 急性下壁后壁右心室心肌梗死 表 2-3-93 I21.200x019 急性广泛前壁高侧壁心肌梗死 表 2-3-93 I21.200x020 急性前侧壁下壁心肌梗死 表 2-3-93 I21.200x021 急性前壁高侧壁心肌梗死 表 2-3-93 I21.200x022 急性前间壁高侧壁心肌梗死 表 2-3-93 I21.200x023 急性广泛前壁下壁心肌梗死 表 2-3-93 I21.200x024 急性前壁高侧壁下壁心肌梗死 表 2-3-93 I21.200x025 急性广泛前壁下壁高侧壁心肌梗死 表 2-3-93 I21.200x026 急性前间壁下壁心肌梗死 表 2-3-93 I21.200x027 急性高侧壁正后壁心肌梗死 表 2-3-93 I21.200x029 急性下壁侧壁心肌梗死 表 2-3-93 I21.200x030 急性下后壁右心室心肌梗死 表 2-3-93 I21.204 急性高侧壁心肌梗死 表 2-3-93 I21.205 急性正后壁心肌梗死 表 2-3-93 I21.206 急性右室心肌梗死 表 2-3-93 I21.207 急性下壁右心室心肌梗死 表 2-3-93 I21.208 急性下壁正后壁心肌梗死 表 2-3-93 I21.210 急性侧壁心肌梗死 表 2-3-93 I21.211 急性前壁下壁心肌梗死 表 2-3-93 I21.212 急性下壁侧壁正后壁心肌梗死 表 2-3-93 I21.213 急性多壁心肌梗死 表 2-3-93 I21.300 急性透壁性心肌梗死 表 2-3-93 I21.300x003 手术后心肌梗死 表 2-3-93
1103
疾病编码 疾病名称 排除内容
I21.300x004 急性ST段抬高型心肌梗死 表 2-3-93
I21.300x005 围手术期心肌梗死 表 2-3-93
I21.300x008 支架内血栓相关性心肌梗死 表 2-3-93
I21.302 冠状动脉旁路术后心肌梗死 表 2-3-93
I21.303 冠状动脉介入治疗术后心肌梗死 表 2-3-93
I21.400 急性心内膜下心肌梗死 表 2-3-93
I21.400x003 急性小灶心肌梗死 表 2-3-93
I21.401 急性非ST段抬高型心肌梗死 表 2-3-93
I21.402 非透壁性心肌梗死 表 2-3-93
I21.900 急性心肌梗死 表 2-3-93
I21.900x001 非冠心病性心肌梗死 表 2-3-93
I21.901 冠状动脉破裂 表 2-3-93
I23.100 房间隔缺损作为急性心肌梗死后的近期并发症 表 2-3-93
I23.100x001 急性心肌梗死后房间隔缺损 表 2-3-93
I23.200 室间隔缺损作为急性心肌梗死后的近期并发症 表 2-3-93
I23.200x001 急性心肌梗死后室间隔穿孔 表 2-3-93
I23.300 心壁破裂不伴有心包积血作为急性心肌梗死后的近期并发症 表 2-3-93
I23.300x001 急性心肌梗死后心脏破裂 表 2-3-93
I23.600 心房、心耳和心室的血栓形成作为急性心肌梗死后的近期并发症 表 2-3-93
I23.601 急性心肌梗死后心室附壁血栓形成 表 2-3-93
I23.800 急性心肌梗死后的其他近期并发症 表 2-3-93
I23.800x001 急性心肌梗死后的近期并发症 表 2-3-93
I26.000 肺栓塞提及急性肺源性心脏病 表 2-3-94
I26.001 急性肺源性心脏病 表 2-3-94
I26.900 肺栓塞未提及急性肺源性心脏病 表 2-3-94
I26.900x001 肺栓塞 表 2-3-94
I26.900x002 肺动脉血栓形成 表 2-3-94
I26.900x003 肺血栓栓塞症 表 2-3-94
I26.900x005 大面积肺血栓栓塞症 表 2-3-94
I26.900x006 次大面积肺血栓肺栓塞症 表 2-3-94
I26.900x007 非血栓性肺栓塞症 表 2-3-94
I26.900x008 肺梗死 表 2-3-94
I26.900x009 慢性肺动脉栓塞 表 2-3-94
I26.900x010 急性肺栓塞 表 2-3-94
I26.900x011 急性大面积肺血栓栓塞症 表 2-3-94
I26.900x012 急性次大面积肺血栓栓塞症 表 2-3-94
I26.900x013 急性低风险性肺血栓栓塞症 表 2-3-94
I26.900x015 急性肺血栓栓塞症 表 2-3-94
I26.900x016 慢性肺血栓栓塞急性再发 表 2-3-94
I26.900x017 感染性肺栓塞 表 2-3-94
I26.900x018 肺动脉菌栓栓塞 表 2-3-94
I26.901 肺血栓形成 表 2-3-94
I26.902 慢性肺血栓栓塞症 表 2-3-94
1104 疾病编码 疾病名称 排除内容 I27.100 脊柱后侧凸性心脏病 表 2-3-94 I27.200 继发性肺动脉高压，其他的 表 2-3-94 I27.200x002 结缔组织病相关性肺动脉高压 表 2-3-94 I27.200x003 门静脉高压性肺动脉高压 表 2-3-94 I27.200x004 甲状腺相关性肺动脉高压 表 2-3-94 I27.200x005 药物性肺动脉高压 表 2-3-94 I27.200x006 食物抑制剂相关性肺动脉高压 表 2-3-94 I27.200x009 危险因素相关性肺动脉高压 表 2-3-94 I27.200x012 肺动脉高压 表 2-3-94 I27.200x013 肺动脉高压危象 表 2-3-94 I27.200x015 轻度肺动脉高压 表 2-3-94 I27.200x016 低氧相关性肺动脉高压 表 2-3-94 I27.200x017 脾切除相关性肺动脉高压 表 2-3-94 I27.200x018 疾病相关性肺动脉高压 表 2-3-94 I27.200x019 毒物相关性肺动脉高压 表 2-3-94 I27.200x020 左心疾病相关性肺动脉高压 表 2-3-94 I27.200x021 中度肺动脉高压 表 2-3-94 I27.200x022 重度肺动脉高压 表 2-3-94 I27.201 继发性肺动脉高压 表 2-3-94 I27.202 慢性血栓栓塞性肺动脉高压症 表 2-3-94 I27.800 肺源性心脏病，其他特指的 表 2-3-94 I27.801 艾森门格综合征 表 2-3-94 I27.900 肺源性心脏病 表 2-3-94 I27.900x002 慢性肺源性心脏病 表 2-3-94 I50.000 充血性心力衰竭 表 2-3-95 I50.000x005 右心室衰竭（继发于左心衰竭） 表 2-3-95 I50.000x006 急性右心衰竭 表 2-3-95 I50.001 右心衰竭 表 2-3-95 I50.002 全心衰竭 表 2-3-95 I50.100 左心室衰竭 表 2-3-95 I50.100x006 左心衰竭 表 2-3-95 I50.101 急性左心衰竭 表 2-3-95 I50.102 左心房衰竭 表 2-3-95 I50.103 左心衰竭合并肺水肿 表 2-3-95 I50.104 心源性哮喘 表 2-3-95 I50.105 慢性左心功能不全 表 2-3-95 I50.900 心力衰竭 表 2-3-95 I50.900x001 低心排综合征 表 2-3-95 I50.900x002 心功能不全 表 2-3-95 I50.900x007 心功能Ⅱ级（NYHA分级） 表 2-3-95 I50.900x008 心功能III级（NYHA分级） 表 2-3-95 I50.900x009 心功能Ⅱ--Ⅲ级（NYHA分级） 表 2-3-95 I50.900x010 心功能IV级（NYHA分级） 表 2-3-95
1105
疾病编码 疾病名称 排除内容
I50.900x014 KillipII级 表 2-3-95
I50.900x015 KillipIII级 表 2-3-95
I50.900x016 KillipIV级 表 2-3-95
I50.900x017 难治性心力衰竭 表 2-3-95
I50.900x018 慢性心功能不全急性加重 表 2-3-95
I50.900x019 舒张性心力衰竭 表 2-3-95
I50.906 心肌损害 表 2-3-95
I50.907 急性心力衰竭 表 2-3-95
I50.908 慢性心力衰竭 表 2-3-95
I60.000 颈动脉弯管和杈的蛛网膜下出血 表 2-3-96
I60.000x001 颈内动脉虹吸弯和分叉部蛛网膜下腔出血 表 2-3-96
I60.000x002 颈内动脉分叉段动脉瘤破裂伴蛛网膜下腔出血 表 2-3-96
I60.000x003 颈内动脉眼动脉段动脉瘤破裂伴蛛网膜下腔出血 表 2-3-96
I60.000x004 脉络膜前动脉动脉瘤破裂伴蛛网膜下腔出血 表 2-3-96
I60.000x006 颈内动脉海绵窦段动脉瘤破裂伴蛛网膜下腔出血 表 2-3-96
I60.000x007 颈内动脉床突段动脉瘤破裂伴蛛网膜下腔出血 表 2-3-96
I60.000x008 颈内动脉背侧动脉瘤破裂伴蛛网膜下腔出血 表 2-3-96
I60.001 颈动脉动脉瘤破裂伴蛛网膜下隙出血 表 2-3-96
I60.100 大脑中动脉的蛛网膜下出血 表 2-3-96
I60.101 大脑中动脉瘤破裂伴蛛网膜下腔出血 表 2-3-96
I60.200 前交通动脉的蛛网膜下出血 表 2-3-96
I60.200x002 大脑前-前交通动脉瘤破裂伴蛛网膜下腔出血 表 2-3-96
I60.200x003 大脑前动脉近侧段（A1）动脉瘤破裂伴蛛网膜下腔出血 表 2-3-96
I60.200x004 大脑前动脉近侧段（A2）动脉瘤破裂伴蛛网膜下腔出血 表 2-3-96
I60.200x005 大脑前动脉远侧段（A2-A5）动脉瘤破裂伴蛛网膜下腔出血 表 2-3-96
I60.200x007 胼胝体动脉瘤破裂伴蛛网膜下腔出血 表 2-3-96
I60.201 前交通动脉瘤破裂伴蛛网膜下腔出血 表 2-3-96
I60.300 后交通动脉的蛛网膜下出血 表 2-3-96
I60.301 后交通动脉瘤破裂伴蛛网膜下腔出血 表 2-3-96
I60.400 基底动脉的蛛网膜下出血 表 2-3-96
I60.400x002 椎动脉与基底动脉结合部动脉瘤破裂伴蛛网膜下腔出血 表 2-3-96
I60.400x003 基底动脉顶端动脉瘤破裂伴蛛网膜下腔出血 表 2-3-96
