包含以下主要手术或操作：
00.0300 周围血管治疗性超声
12.9803 睫状体复位术
12.9900x004 滤过泡增生组织切除术
12.9900x008 前房硅油取出术
12.9900x009 滤过泡分离术
12.9901 放射敷贴器取出术
12.9903 前房成形术
12.9904 前房导管修正术
12.9905 前房导管取出术
13.0100 用磁吸法的去除晶状体异物
13.0201 晶状体切开异物取出术
13.1100 经颞下入路晶状体囊内摘出术
13.1900x006 白内障针吸术
13.1900x007 晶状体囊内摘除术
13.1900x008 膜性白内障剪除术
13.1901 白内障囊内冷凝摘出术
13.1902 白内障囊内摘除术
13.2x01 晶状体刮匙摘除术
13.3x00x001 晶状体单纯抽吸囊外摘除术
13.3x01 创伤性白内障冲洗术
13.4100x001 白内障超声乳化抽吸术
13.4101 飞秒激光白内障超声乳化抽吸术
13.4200x001 经后路白内障切割吸出术
13.4300x001 白内障切割吸出术
13.5100 经颞下入路晶状体囊外摘出术
13.5900x001 白内障囊外摘除术
13.6400x001 后发性白内障切开术
13.6500x002 后发性白内障切除术
13.6501 晶状体前囊膜切除术
13.6502 晶状体后囊膜切除术
13.6503 晶状体后囊膜激光切开术
13.6600 后发膜机械性碎裂术[复发性白内障]
13.6900x002 激光后囊切开术[YAG]
13.6901 残留晶状体皮质切除术
13.7000 置入人工晶状体
13.7100x001 白内障摘除伴人工晶体一期置入术
13.7200x001 人工晶体二期置入术
13.8x00x003 人工晶体取出术
13.9000x004 后囊切开术
13.9000x005 张力环缝合术
13.9000x006 虹膜隔晶体置入术
13.9000x007 人工晶体缝合术
13.9000x008 人工晶体前膜切除术
13.9001 人工晶状体复位术
13.9002 人工晶状体悬吊术
13.9003 晶状体囊袋张力环植入术
13.9100x001 可植入式隐形眼镜置入术[ICL 置入~~术]
14.0100 用磁吸法去除眼后节异物
14.0101 玻璃体异物磁吸术
14.0200x001 眼后节异物去除术
14.0200x002 玻璃体腔异物取出术
14.0201 脉络膜切开异物取出术
14.0202 后段眼球壁异物取出术
14.1901 脉络膜活组织检查
14.1902 视网膜活组织检查
14.2101 脉络膜病损透热术
14.2102 视网膜病损透热术
14.2201 脉络膜病损冷冻术
14.2202 视网膜病损冷冻术
14.2301 脉络膜病损氙弧光凝固术
14.2302 视网膜病损氙弧光凝固术
14.2401 脉络膜病损激光凝固术
14.2402 视网膜病损激光凝固术
14.2403 黄斑光动力学治疗(PDT)
14.2500 用光凝固法的脉络膜视网膜病损破坏术
14.2601 脉络膜病损放射疗法
14.2602 视网膜病损放射疗法
14.2700x001 放射敷贴器置入术
14.2900x001 视网膜剥离术
14.2900x002 视网膜前膜切除术
14.2900x003 脉络膜病损切除术
14.2900x004 内界膜剥离术
14.2901 脉络膜病损其他破坏术
14.2902 视网膜病损其他破坏术
14.3101 视网膜裂孔电凝术
14.3200x001 黄斑裂孔冷冻术
14.3200x002 视网膜裂孔冷冻术
14.3300 用氙弧光凝固法的视网膜裂伤修补术
14.3400 用激光光凝固法的视网膜裂伤修补术
14.3500 用光凝固法的视网膜裂伤修补术
14.3901 黄斑裂孔填塞术
14.4100 巩膜环扎术伴有植入物
14.4900x001 巩膜环扎术
14.4901 巩膜环扎术伴空气填塞
14.4902 巩膜环扎术伴巩膜切除术
14.4903 巩膜环扎术伴玻璃体切除术
14.5101 视网膜脱离电凝术
14.5200x001 视网膜脱离冷冻术
14.5300x001 视网膜脱离氙弧光凝固术
14.5400x001 视网膜脱离激光治疗术
14.5500 用光凝固法的视网膜脱离修补术
14.5901 巩膜缩短术
14.5902 玻璃体硅油置入术，用于视网膜再附着
14.5903 玻璃体腔注气，视网膜复位术
14.5904 玻璃体气液交换，视网膜复位术
14.5905 玻璃体腔重水注射术，视网膜复位术
14.6x00x001 眼后节置入物取出术
14.6x01 巩膜环扎带取出术
14.6x02 玻璃体硅油取出术
14.7100x001 前入路玻璃体切除术
14.7201 玻璃体抽吸术
14.7300x001 前入路玻璃体切割术
14.7401 后入路玻璃体切割术
14.7401 后入路玻璃体切割术
14.7401 后入路玻璃体切割术
14.7500x001 玻璃体腔内替代物注射术
14.7500x002 玻璃体自体血清注入术
14.7501 玻璃体硅油填充术
14.7901 玻璃体腔探查术
14.7902 玻璃体腔脱位晶状体取出术
14.7903 玻璃体药物注射术
14.7904 玻璃体腔残留晶体皮质取出术
14.7905 玻璃体气液交换术
14.9x00x001 巩膜外环扎带调整术
14.9x01 视网膜下放液术
14.9x02 视网膜部分剥离术
14.9x03 视网膜切开术
14.9x04 脉络膜上腔放液术
14.9x05 视网膜松解术
14.9x06 视网膜部分切除术
14.9x07 黄斑转位术
14.9x08 视网膜色素上皮细胞移植术
15.0100x001 眼外肌活检术
15.1100 一条眼外肌的后徙术
15.1200 一条眼外肌的前徙术
15.1300 一条眼外肌的部分切除术
15.1900x001 一条眼外肌离断术
15.2100 一条眼外肌的延长术
15.2200 一条眼外肌的缩短术
15.2901 一条眼外肌的悬吊术
15.3x01 两条或两条以上眼外肌的后徙术
15.3x02 两条或两条以上眼外肌的前徙术
15.4x01 两条或两条以上眼外肌缩短术
15.4x02 两条或两条以上眼外肌悬吊术
15.5x00 眼外肌移位术
15.6x00 眼外肌手术后的修复术
15.7x00 眼外肌损伤修补术
15.7x01 眼肌粘连松解术
15.9x00x001 眼肌部分切除术
15.9x00x007 眼肌探查术
15.9x00x008 眼睑轮匝肌切断术
15.9x01 眼阔筋膜切除术
16.0101 外侧开眶术
16.0200 眼眶切开术伴置入眼眶植入物
16.0900x004 一个眶壁减压术
16.0900x005 多个眶壁减压术
16.0901 开眶探查术
16.0902 眶切开引流术
16.0903 眶减压术
16.0904 内镜下眶减压术
16.1x00x001 眼内异物取出术
16.1x01 眶切开异物取出术
16.1x02 内镜下眶内异物取出术
16.3900x001 眼球内容物剜出术
16.4100x002 眼球摘除伴义眼置入术
16.4200x001 眼球摘除伴义眼台置入术
16.4200x002 眼球摘除伴植入物置入术
16.4900x001 眼球摘除术
16.4901 隐眼摘除术
16.5200 眼眶内容物剜出术伴治疗性去除眶骨
16.5900x001 眼眶内容物剜出术
16.5901 眼眶内容物切除伴皮瓣滑行修复术
16.5902 眼眶内容物剜出术伴颞肌移植术
16.6100x001 义眼二期置入术
16.6101 二期义眼台置入术
16.6200x001 义眼台修正术
16.6300x002 眼窝凹陷填充术
16.6300x003 放疗后眼窝凹陷填充术
16.6300x004 眼内自膨胀水凝胶注入术
16.6500 内容物剜出腔的二期移植物置入术
16.7101 义眼台取出术
16.7200 去除眼眶植入物
16.8100x002 眼眶缺损修补术
16.8200 眼球破裂修补术
16.8900x001 眶骨重建术
16.8900x002 眶内壁重建术
16.8901 眼球修补术
16.8902 内镜下眼眶修补术
16.8903 眼窝成形术
16.8904 眼眶再造术
16.9201 内镜下眶内病损切除术
16.9300x001 眶内脓肿引流术
16.9300x003 眶内病损切除术
16.9801 眼眶清创术
18.0100x002 耳垂切开引流术
18.0101 耳廓造孔
18.0200x003 外耳道探查术
18.0201 外耳道切开引流术
18.0202 外耳道切开异物取出术
18.0900x002 耳后切开引流术
18.0901 耳前切开引流术
18.0902 耳廓切开引流术
18.2100x006 耳前瘘管切除术
18.2101 耳前病损切除术
18.2900x003 耳廓病损切除术
18.2900x009 外耳道病损切除术
18.2900x016 耳廓皮肤和皮下坏死组织切除清创~~术
18.2900x018 耳后瘘管切除术
18.2901 外耳病损切除术
18.2902 外耳病损烧灼术
18.2903 外耳病损冷冻术
18.2903 外耳病损冷冻术
18.2904 外耳病损刮除术
18.2905 外耳病损电凝术
18.2906 外耳病损激光手术
18.2907 副耳切除术
18.3100 外耳病损根治性切除术
18.3900x003 耳廓切除术
18.3900x004 外耳软骨切除术
18.3901 外耳切断术
18.4x00 外耳裂伤缝合术
18.6x00x001 内镜下外耳道成形术
18.6x01 外耳道成形术
18.6x02 外耳道植皮术
18.7100x001 耳廓成形术
18.7100x002 耳廓重建术
18.7100x009 耳廓支架取出术
18.7100x010 义耳置入术
18.7101 杯状耳矫正术
18.7102 耳廓支架植入术
18.7103 全耳再造术
18.7104 隐耳矫正术
18.7105 耳廓缺损修补术
18.7200 断耳再接术
18.7900x008 乳突植皮术
18.7900x009 耳游离皮瓣移植术
18.7901 外耳成形术
18.7902 耳廓植皮术
18.7903 耳软骨整形术
18.7904 外耳上提术
18.7905 耳后皮肤移植术
18.7906 耳甲腔成形术
18.9x00x002 耳前皮肤扩张器置入术
18.9x00x004 外耳道支架取出术
18.9x00x005 外耳道支架置换术
18.9x00x007 耳后皮肤扩张器置入术
18.9x01 外耳道记忆合金支架置入术
18.9x02 外耳道记忆合金支架置换术
18.9x03 外耳道记忆合金支架取出术
19.0x00x002 镫骨板钻孔术
19.0x00x003 镫骨松动术
19.0x00x004 内镜下镫骨憾动术
19.0x01 镫骨脚切开术
19.0x02 耳硬化分离术
19.0x03 镫骨再撼动术
19.1100 镫骨切除术伴砧骨置换
19.1900x002 镫骨部分切除伴脂肪移植术
19.1900x003 镫骨切除术
19.1900x004 人工镫骨置入术
19.1900x005 人工镫骨置换术
19.1900x006 镫骨足板开窗术
19.1900x007 内镜下镫骨切除术
19.1900x008 内镜下镫骨足板开窗术
19.1901 镫骨部分切除术
19.2100 镫骨切除术伴砧骨置换的修复术
19.2900x001 镫骨切除术的修正术
19.2901 镫骨粘连松解术
19.2902 镫骨重建术
19.3x00x001 听骨链撼动术
19.3x00x002 内镜下人工听骨链重建术
19.3x01 听骨切除术
19.3x02 砧镫关节复位术
19.3x03 听骨链重建术
19.3x04 异体听骨植入术
19.4x00x002 鼓膜修补术
19.4x00x003 鼓膜移植术
19.4x00x004 内镜下鼓膜修补术
19.4x00x005 内镜下鼓室成形术
19.4x01 鼓室成形术,I 型
19.5200 鼓室成形术，II 型
19.5300 鼓室成形术，III 型
19.5400 鼓室成形术，IV 型
19.5500 鼓室成形术，V 型
19.6x00x001 鼓室成形修正术
19.9x00x006 乙状窦还纳术
19.9x00x007 鼓室封闭术
19.9x01 耳后瘘管修补术
19.9x02 中耳成形术
19.9x03 乳突肌成形术
19.9x04 乳突腔内植皮术
19.9x05 乳突瘘闭合术
20.0100x003 鼓膜造口术
20.0100x005 鼓室置管术
20.0100x006 内镜下鼓膜置管术
20.0900x008 中耳抽吸术
20.0901 鼓膜切开引流术
20.0902 鼓膜穿刺术
20.1x01 鼓膜通气管取出术
20.2100x004 乳突切开探查术
20.2101 乳突切开引流术
20.2200 岩锥气房切开术
20.2201 岩尖凿开术
20.2300x001 鼓室粘连松解术
20.2300x002 上鼓室切开术
20.2300x007 鼓窦探查术
20.2300x009 中耳切开探查术
20.2301 鼓室探查术
20.2302 中耳切开异物取出术
20.2303 中耳粘连松解术
20.3202 内耳活组织检查
20.4100 单纯乳突切除术
20.4200x002 乳突扩大根治术
20.4900x004 乳突切除术
20.4900x007 上鼓室鼓窦切开术
20.4900x008 开放式乳突改良根治术
20.4900x009 完壁式乳突改良根治术
20.4901 乳突改良根治术
20.4902 乳突病损切除术
20.5100 中耳病损切除术
20.5100x002 耳后病损切除术
20.5100x003 鼓室病损切除术
20.5101 颈静脉球瘤切除术
20.5102 鼓膜病损切除术
20.5900x003 岩尖切开术
20.5901 岩锥病损切除术
20.5902 鼓膜切除术
20.5903 内镜下岩尖病损切除术
20.6100x004 半规管阻塞术
20.6101 半规管开窗术
20.6102 迷路开窗术
20.6103 前庭开窗术
20.6200 内耳开窗术的修复术
20.6200x002 半规管裂修补术
20.7100 内淋巴分流术
20.7900x001 迷路减压术
20.7900x005 内耳切开探查术
20.7900x006 迷路切除术
20.7901 内耳切开术
20.7902 内耳病损切除术
20.7903 内淋巴减压术
20.7904 迷路部分切除术
20.7905 内耳切开引流术
20.7906 前庭切除术
20.8x00x004 咽鼓管吹张术
20.8x01 咽鼓管通气术
20.8x02 咽鼓管成形术
20.8x03 咽鼓管注药术
20.8x04 咽鼓管置管术
20.8x05 咽鼓管扩张术
20.9100 鼓室交感神经切除术
20.9201 乳突术后清创术
20.9301 卵圆窗修补术
20.9302 圆窗修补术
20.9303 半规管瘘修补术
20.9500 电磁助听器置入
20.9501 骨锚式助听器置入术
20.9502 中耳振动声桥置入术
20.9601 人工耳蜗置入术
20.9602 人工耳蜗置换术
20.9701 单道人工耳蜗置入术
20.9702 单道人工耳蜗置换术
20.9801 多道人工耳蜗置入术
20.9802 多道人工耳蜗置换术
20.9901 人工耳蜗取出术
20.9902 人工耳蜗电极取出术
20.9903 人工耳蜗电极修正术
21.0301 鼻出血激光烧灼术
21.0400 控制鼻出血，用筛动脉结扎术
21.0500 控制鼻出血，用(经上颌窦)颌动脉结扎术
21.0501 内镜下蝶腭动脉结扎术
21.0600 控制鼻出血，用颈外动脉结扎术
21.0700x001 鼻黏膜切除止血术
21.0901 鼻出血冷冻术
21.0902 鼻出血血管缝合术
21.0903 内镜下颌内动脉栓塞（用于鼻衄）
21.0904 内镜下鼻中隔黏膜划痕术
21.0905 内镜下鼻射频止血术
21.1x00x002 鼻切开探查术
21.1x00x006 鼻软骨切开术
21.1x01 鼻腔切开引流术
21.1x02 鼻腔切开异物取出术
21.1x03 鼻皮肤切开术
21.1x04 内镜下鼻中隔异物取出术
21.3101 鼻息肉切除术
21.3102 内镜下鼻息肉切除术
21.3103 鼻内病损切除术
21.3104 内镜下鼻内病损切除术
21.3105 鼻内病损破坏术
21.3106 内镜下鼻内病损破坏术
21.3107 鼻息肉激光烧灼术
21.3108 鼻内病损激光烧灼术
21.3109 内镜下鼻内病损射频消融术
21.3200x003 鼻前庭病损切除术
21.3200x007 鼻死骨切除术
21.3200x008 鼻中隔病损激光烧灼术
21.3200x010 鼻皮肤和皮下坏死组织切除清创术
21.3200x011 鼻皮肤和皮下组织非切除性清创
21.3201 鼻部皮肤病损切除术
21.4x00 鼻部分切除术
21.4x01 鼻切断术
21.5x00 鼻中隔黏膜下切除术
21.5x00x004 鼻内窥镜下鼻中隔黏膜下部分切除~~术
21.5x01 内镜下鼻中隔黏膜下切除术
21.6100x002 鼻甲射频消融术
21.6100x006 鼻甲激光烧灼术
21.6101 鼻甲电烧术
21.6102 鼻甲激光切除术
21.6103 鼻甲微波烧灼术
21.6104 鼻甲冷冻切除术
21.6200 鼻甲骨折术
21.6900x009 鼻内窥镜下鼻甲切除术
21.6901 鼻甲部分切除术
21.6902 鼻甲切除术
21.6903 内镜下鼻甲部分切除术
21.6904 内镜下鼻甲射频消融术
21.7100 鼻骨折闭合性复位术
21.7200 鼻骨折开放性复位术
21.7200x001 内镜下鼻骨骨折切开复位术
21.8100 鼻裂伤缝合术
21.8200x006 鼻正中瘘管切除术
21.8201 鼻咽瘘管切除术
21.8202 鼻唇瘘管切除术
21.8203 口鼻瘘管切除术
21.8300x001 臂部皮瓣鼻再造术
21.8301 额部皮瓣鼻重建术
21.8302 前臂皮瓣鼻重建术
21.8400x002 鼻内窥镜下鼻中隔成形术
21.8400x003 鼻中隔成形术
21.8400x006 歪鼻鼻成形术
21.8401 弯鼻鼻成形术
21.8402 驼峰鼻矫正术
21.8500x002 隆鼻伴耳廓软骨移植术
21.8500x004 隆鼻伴人工假体置入术
21.8500x005 隆鼻伴自体甲状软骨移植术
21.8500x007 隆鼻伴自体颅骨外板移植术
21.8500x008 隆鼻伴自体髂骨移植术
21.8500x010 隆鼻伴自体鼻软骨移植术
21.8500x011 隆鼻伴自体脂肪移植术
21.8501 肋骨移植隆鼻术
21.8502 硅胶支架植入隆鼻术
21.8503 鼻甲移植物植入术
21.8504 人造植入物隆鼻术
21.8505 单纯鞍鼻矫治术(隆鼻术)
21.8600x004 鼻翼成形术
21.8601 鼻翼矫正术
21.8602 鼻唇沟皮瓣修补术
21.8603 鼻尖成形术
21.8700x003 鼻唇沟成形术
21.8700x004 鼻甲成形术
21.8700x005 鼻小柱成形术
21.8700x008 鼻内窥镜下鼻甲成形术
21.8700x009 内镜下前后鼻孔成形术
21.8701 后鼻孔成形术
21.8702 前鼻孔成形术
21.8801 鼻中隔穿孔修补术
21.8802 鼻中隔软骨移植术
21.8900x002 鼻植皮术
21.8900x003 断鼻再接术
21.8900x004 再造鼻修整术
21.8901 鼻翼上提术
21.9100 鼻粘连松解术
21.9101 内镜下鼻腔粘连松解术
21.9900x002 鼻清创术
21.9900x005 鼻腔缩窄术
21.9900x006 鼻腔穿刺抽吸术
21.9901 鼻腔扩张术
21.9902 鼻植入物取出术
22.2x00x009 鼻内窥镜下上颌窦根治术
22.2x01 内镜下上颌窦开窗术
22.2x02 内镜下上颌窦探查术
22.3100x002 上颌窦根治术
22.3900x002 上颌窦开窗术
22.3900x003 上颌窦探查术
22.4100x005 鼻外额窦开窗术
22.4101 内镜下额窦开窗术
22.4200x005 Draf Ⅱa 型手术
22.4200x006 Draf Ⅱb 型手术
22.4200x007 Draf Ⅲ型手术
22.4200x008 Draf Ⅰ型手术
22.4200x009 鼻内窥镜下经鼻额窦底切除术
22.4201 额窦病损切除术
22.4202 内镜下额窦病损切除术
22.5000x004 鼻窦切开异物取出术
22.5001 鼻窦探查术
22.5002 内镜下鼻窦扩大术
22.5100 筛窦切开术
22.5101 筛窦探查术
22.5102 内镜下筛窦开窗术
22.5103 内镜下筛窦切开异物取出术
22.5201 蝶窦探查术
22.5202 蝶窦开窗术
22.5203 内镜下蝶窦开窗术
22.5204 内镜下蝶窦探查术
22.5205 内镜下蝶窦切开异物取出术
22.5300 多个鼻窦切开术
22.5300x004 鼻内窥镜下多个鼻窦开窗术
22.5301 内镜下全组鼻窦开窗术
22.6001 鼻窦病损切除术
22.6002 内镜下鼻窦病损切除术
22.6100 经考德威尔-卢克入路上颌窦病损切除术
22.6200x004 上颌窦病损切除术
22.6201 内镜下上颌窦病损切除术
22.6300 筛窦切除术
22.6300x011 鼻内窥镜下钩突切除术
22.6300x012 筛窦部分切除术
22.6301 内镜下筛窦切除术
22.6302 筛窦病损切除术
22.6303 内镜下筛窦病损切除术
22.6400 蝶窦切除术
22.6401 内镜下蝶窦切除术
22.6402 蝶窦病损切除术
22.6403 内镜下蝶窦病损切除术
22.7100x001 鼻窦瘘修补术
22.7100x004 上颌窦瘘修补术
22.7101 口腔鼻窦瘘修补术
22.7102 内镜下鼻窦瘘修补术
22.7900x002 鼻窦骨折切开复位术
22.7900x003 上颌窦提升术
22.7903 鼻窦成形术
22.9x02 鼻窦造口术
24.2x00 牙龈成形术
24.3101 牙周病损切除术
24.5x00x003 牙槽植骨成形术
24.5x03 牙槽部分切除术
25.5100x001 舌缝合术
25.5900x008 舌修补术
25.5900x009 颏舌肌前移术
25.5900x010 舌根牵引固定术
25.5900x011 舌骨悬吊术
25.5902 舌悬吊术
25.5903 道格拉斯手术
25.5904 舌根牵引伴舌骨悬吊术
25.5905 舌移植皮瓣修补术
25.5906 舌体舌根减容术
26.4100x001 唾液腺缝合术
26.4200x001 唾液腺瘘修补术
26.4200x002 腮腺导管瘘修补术
26.4900x001 下颌下腺移植术后导管重建术
26.4900x005 腮腺管口移植术
26.4900x006 唾液腺管修补术
26.4900x007 下颌下腺自体移植腺体减量术
26.4900x008 下颌下腺导管口转位术
26.4900x009 唇腺自体移植术
26.4900x010 颊腺自体移植术
26.4901 颌下腺自体移植术
26.4902 腮腺管吻合术
27.0x01 颌间隙引流术
27.0x02 面部引流术
27.0x03 颌下切开引流术
27.0x04 颊部切开引流术
27.0x05 颏下切开引流术
27.0x06 口底切开引流术
27.0x08 咽旁间隙切开引流术
27.0x09 唇切开引流术
27.0x10 面部脓肿引流术
27.0x11 翼腭窝切开异物取出术
27.3104 硬腭部分切除术
27.3201 牙槽骨隆突切除修整术
27.3202 腭广泛切除术
27.3203 腭全切除术
27.4900x007 口底病损切除术
27.4900x009 口腔病损激光烧灼术
27.4900x014 软腭病损射频消融术
27.4900x018 磨牙后区病损切除术
27.4901 口腔黏膜病损切除术
27.4902 颌下区病损切除术
27.4903 颊内部病损切除术
27.4904 软腭病损切除术
27.4905 鼻唇病损切除术
27.4906 口腔病损切除术
27.4907 口病损射频消融术
27.4908 口病损激光烧灼术
27.4909 软腭射频消融术
27.4910 软腭切除术
27.5100 唇裂伤缝合术
27.5301 腭瘘管修补术
27.5302 唇瘘修补术
27.5303 颊部瘘修补术
27.5400 裂唇修补术
27.5401 唇裂二期修复术
27.5500x002 唇全厚植皮术
27.5600x002 唇中厚植皮术
27.5601 口内皮肤移植术
27.5700x005 交叉唇瓣转移术
27.5701 唇皮瓣移植术
27.5702 口内皮瓣移植术
27.5703 唇带蒂皮瓣移植术
27.5900x011 口形矫正术
27.5901 口角缝合术
27.5902 交叉唇瓣断蒂术
27.5903 唇成形术
27.5904 口轮匝肌功能重建术
27.6100 腭裂伤缝合术
27.9900x001 半侧颜面萎缩矫正术
27.9900x005 面部病损切除术
27.9900x006 面横裂矫正术
27.9900x007 面瘫矫正术
27.9900x009 面斜裂矫正术
27.9900x010 颊系带切开术
27.9901 颊部病损切除术
27.9902 颏下病损切除术
27.9903 颊脂垫修复术
29.5100 咽裂伤缝合术
29.5300x002 咽瘘缝合术
29.5301 咽瘘修补术
29.5302 咽食管瘘切除术
29.5901 咽后壁修补术
30.1x00 半喉切除术
30.1x00x002 垂直喉切除术
30.2100 会厌切除术
30.2100x002 支撑喉镜下会厌切除术
30.2100x003 会厌软骨切除术
30.2101 会厌扩大切除术
30.2200 声带切除术
30.2201 声带部分切除术
30.2202 声带扩大切除术
30.2203 内镜下声带部分切除术
30.2204 内镜下声带切除术
30.2900x002 喉杓状软骨切除术
30.2900x003 喉部分切除术
30.2900x009 支撑喉镜下喉软骨切除术
30.2904 喉软骨切除术
30.3x04 残余喉切除术
31.6100 喉裂伤缝合术
31.6201 喉气管瘘管切除术
31.6202 喉气管瘘修补术
31.6400 喉骨骨折修补术
31.6900x007 声带固定术
31.6900x008 声带转位术
31.6900x013 喉支架置入术
31.6901 喉结成形术
31.6902 喉成形术
31.6903 喉功能重建术
31.6904 喉双蒂双肌瓣修复术
31.6905 环甲膜缩短术
31.6906 会厌成形术
31.6907 甲状软骨成形术
31.6908 声门成形术
31.6909 声带外移术
31.6910 声带成形术
31.6911 内镜下声带成形术
31.6912 内镜下环杓关节复位术
31.6913 内镜下喉成形术
31.7100x001 气管修补术
31.7201 气管造口闭合术
31.7300x001 气管瘘闭合术
31.7301 气管食管瘘修补术
31.7500x002 气管成形伴人工喉重建术
31.7500x004 人工气管重建术
31.7501 发音重建术
31.7502 发音钮置入术
31.7503 气管重建术
31.7504 人工喉建造术
31.7900x004 气管狭窄松解术
31.7900x005 气管隆突成形术
31.7901 气管成形术
31.7902 人造气管移植术
31.7903 气管狭窄修复术
31.7904 气管膜部修补术
31.9201 气管粘连松解术
31.9202 声带粘连松解术
31.9203 喉粘连松解术
31.9204 内镜下声带粘连松解术
31.9500 气管食管造口术
31.9501 内镜下气管食管造口术
31.9801 声门扩大术
31.9901 气管硅胶管植入术
31.9902 气管扩张管去除术
31.9903 气管球囊扩张术
31.9904 气管人工假体植入术
31.9905 气管悬吊术
32.0102 内镜下支气管病损破坏术
32.1x00x004 胸腔镜下支气管袖形切除术
32.1x01 支气管袖状切除术
32.1x02 支气管楔形切除术
32.1x03 支气管部分切除术
32.1x04 胸腔镜下支气管部分切除术
32.2000x002 纵隔镜下肺病损切除术
32.2000x003 胸腔镜下肺部分切除术
32.2001 胸腔镜下肺楔形切除术
32.2002 胸腔镜下肺大疱切除术
32.2003 胸腔镜下肺病损切除术
32.2004 胸腔镜下肺病损氩氦刀冷冻术
32.2100 肺大疱折叠术
32.2100x001 肺大泡缝扎术
32.2100x005 胸腔镜下肺大疱缝扎术
32.2200 肺容量减少术
32.2200x004 支气管镜下肺减容术
32.2201 胸腔镜下肺减容术
32.2300x001 直视下肺病损射频消融术
32.2500x001 胸腔镜下肺病损射频消融术
32.2801 内镜下肺病损切除术
32.2802 内镜下肺大疱切除术
32.2803 内镜下肺病损激光切除术
32.2804 内镜下肺病损电凝切除术
32.2900x005 肺病损氩氦刀冷冻术
32.2900x016 余肺楔形切除术
32.2901 肺病损切除术
32.2902 肺大疱切除术
32.2903 肺袖式切除术
32.2904 肺楔形切除术
32.2905 肺部分切除术
32.3001 胸腔镜下肺叶部分切除术
32.3900x003 全余肺切除术
32.3901 肺节段切除术
32.3902 肺叶部分切除术
32.4100 胸腔镜下肺叶切除术
32.4100x002 胸腔镜下复合肺叶切除术
32.4900x003 余肺肺叶切除术
32.4901 肺叶伴邻近肺叶节段切除术
32.4902 肺叶切除术
32.4903 肺叶袖状切除术
32.5000x001 胸腔镜下全肺切除术
32.5001 胸腔镜下全肺切除术伴纵隔淋巴清扫
32.5900x001 全肺切除术
32.5901 全肺切除术伴纵隔淋巴结清扫术
32.6x00x002 肺叶切除术伴淋巴结清扫术
32.6x00x004 支气管根治性清扫术
33.0x00x003 胸腔镜下支气管切开异物取出术
33.0x00x004 胸腔镜下支气管切开术
33.0x01 支气管造口术
33.0x02 支气管切开引流术
33.0x04 支气管血肿清除术
33.1x00x003 胸腔镜下肺内异物取出术
33.1x00x004 胸腔镜下肺切开术
33.1x01 肺大疱外引流术
33.1x02 肺切开血肿清除术
33.1x03 肺切开引流术
33.1x04 肺内异物取出术
33.1x05 胸腔镜下肺切开引流术
33.1x06 胸腔镜下肺切开血肿清除术
33.2500x003 直视下支气管活检术
33.2800x001 开胸肺活检术
33.3100x001 膈神经破坏术
33.3201 胸膜腔注气术
33.3202 胸腔镜下胸腔注气术
33.3400 胸廓成形术
33.3401 部分胸廓成形术
33.3402 胸廓改良成形术
33.3901 肺粘连松解术
33.3902 胸膜粘连松解术
33.3903 胸腔镜下胸膜粘连松解术
33.4100 支气管裂伤缝合术
33.4100x002 胸腔镜下支气管裂伤缝合术
33.4200x001 食管-支气管瘘修补术
33.4201 内镜下支气管食管瘘闭合术
33.4300x002 肺裂伤修补术
33.4801 胸腔镜下支气管成形术
33.4802 支气管成形术
33.4803 支气管吻合术
33.4804 气管支气管吻合术
33.4805 支气管修补术
33.4901 肺修补术
33.4902 胸腔镜下肺修补术
33.9200 支气管结扎术
33.9200x002 胸腔镜下支气管结扎术
33.9900x001 支气管肺灌洗术
33.9901 肺灌洗术
33.9903 气管镜肺灌洗术
34.0100x002 胸膜外引流术
34.0102 胸壁切开异物取出术
34.0103 胸壁切开血肿清除术
34.0200x001 开胸探查术
34.0200x003 胸腔镜中转开胸探查术
34.0300x001 近期开胸术后再开胸术
34.0301 胸腔术后再切开止血术
34.0401 胸腔闭式引流术
34.0500 创建胸膜腹膜分流术
34.0900x006 胸膜切开探查术
34.0900x011 开胸止血术
34.0903 胸腔切开引流术
34.0904 开胸异物取出术
34.0906 胸腔镜下胸腔切开止血术
34.1x01 纵隔切开引流术
34.1x02 纵隔探查术
34.1x03 纵隔切开异物取出术
34.1x04 纵隔血肿清除术
34.2000 胸腔镜胸膜活组织检查
34.2100x001 胸腔镜检查
34.2200 纵隔镜检查
34.2501 内镜下纵隔活组织检查
34.2502 胸腔镜下纵隔活组织检查
34.2600 开放性纵隔活组织检查
34.2700x001 膈肌活检术
34.3x01 经皮纵隔病损射频消融术
34.3x02 纵隔病损切除术
34.3x03 纵隔病损射频消融术
34.3x04 胸腔镜下纵隔病损切除术
34.3x05 纵隔镜下纵隔病损切除术
34.4x00x008 胸腔病损切除术
34.4x01 胸壁病损切除术
34.4x02 胸壁部分切除术
34.4x03 胸腔镜下胸壁病损切除术
34.5100x004 脏层胸膜剥除术
34.5100x005 肺门胸膜剥除松解术
34.5101 胸膜剥脱术
34.5901 胸膜部分切除术
34.5902 胸膜病损切除术
34.5903 胸膜切除术
34.5904 胸腔镜下胸膜病损切除术
34.6x00 胸膜划痕术
34.6x01 胸膜硬化术
34.6x02 胸腔镜下胸膜划痕术
34.7100 胸壁裂伤缝合术
34.7101 胸壁清创缝合术
34.7200 胸廓造口闭合术
