疾病编码 疾病名称 排除内容
I21.003 急性前间壁心肌梗死 表 7-81
I21.004 急性广泛前壁心肌梗死 表 7-81
I21.103 急性下壁心肌梗死 表 7-81
I21.104 急性下间壁心肌梗死 表 7-81
I21.105 急性下侧壁心肌梗死 表 7-81
I21.106 急性下后壁心肌梗死 表 7-81
I21.200x003 急性后壁心肌梗死 表 7-81
I21.200x009 急性心房心肌梗死 表 7-81
I21.200x010 急性心尖部心肌梗死 表 7-81
1147
疾病编码 疾病名称 排除内容
I21.200x014 急性侧壁正后壁心肌梗死 表 7-81
I21.200x016 急性下壁高侧壁心肌梗死 表 7-81
I21.200x017 急性下壁高侧壁正后壁心肌梗死 表 7-81
I21.200x018 急性下壁后壁右心室心肌梗死 表 7-81
I21.200x019 急性广泛前壁高侧壁心肌梗死 表 7-81
I21.200x020 急性前侧壁下壁心肌梗死 表 7-81
I21.200x021 急性前壁高侧壁心肌梗死 表 7-81
I21.200x022 急性前间壁高侧壁心肌梗死 表 7-81
I21.200x023 急性广泛前壁下壁心肌梗死 表 7-81
I21.200x024 急性前壁高侧壁下壁心肌梗死 表 7-81
I21.200x025 急性广泛前壁下壁高侧壁心肌梗死 表 7-81
I21.200x026 急性前间壁下壁心肌梗死 表 7-81
I21.200x027 急性高侧壁正后壁心肌梗死 表 7-81
I21.200x029 急性下壁侧壁心肌梗死 表 7-81
I21.200x030 急性下后壁右心室心肌梗死 表 7-81
I21.204 急性高侧壁心肌梗死 表 7-81
I21.205 急性正后壁心肌梗死 表 7-81
I21.206 急性右室心肌梗死 表 7-81
I21.207 急性下壁右心室心肌梗死 表 7-81
I21.208 急性下壁正后壁心肌梗死 表 7-81
I21.210 急性侧壁心肌梗死 表 7-81
I21.211 急性前壁下壁心肌梗死 表 7-81
I21.212 急性下壁侧壁正后壁心肌梗死 表 7-81
I21.213 急性多壁心肌梗死 表 7-81
I21.300x003 手术后心肌梗死 表 7-81
I21.300x004 急性 ST 段抬高型心肌梗死 表 7-81
I21.300x005 围手术期心肌梗死 表 7-81
I21.300x008 支架内血栓相关性心肌梗死 表 7-81
I21.302 冠状动脉旁路术后心肌梗死 表 7-81
I21.303 冠状动脉介入治疗术后心肌梗死 表 7-81
I21.400x003 急性小灶心肌梗死 表 7-81
I21.401 急性非 ST 段抬高型心肌梗死 表 7-81
I21.402 非透壁性心肌梗死 表 7-81
I21.900 急性心肌梗死 表 7-81
I21.900x001 非冠心病性心肌梗死 表 7-81
I21.901 冠状动脉破裂 表 7-81
I22.900x001 急性再发心肌梗死 表 7-81
I23.200x001 急性心肌梗死后室间隔穿孔 表 7-81
I23.300x001 急性心肌梗死后心脏破裂 表 7-81
I23.500x001 急性心肌梗死后乳头肌断裂 表 7-81
I25.400 冠状动脉动脉瘤 表 7-81
I25.400x001 冠状动脉窦动脉瘤 表 7-81
I25.400x005 冠状动脉夹层 表 7-81
1148
疾病编码 疾病名称 排除内容
I25.401 后天性冠状动脉动静脉瘘
表
7
-81
I25.402 冠状动脉扩张
表
7
-81
I25.403 冠状动脉扩张病
表
7
-81
I26.900x001 肺栓塞
表
7
-82
I26.900x002 肺动脉血栓形成
表
7
-82
I26.900x003 肺血栓栓塞症
表
7
-82
I26.900x005 大面积肺血栓栓塞症
表
7
-82
I26.900x006 次大面积肺血栓肺栓塞症
表
7
-82
I26.900x007 非血栓性肺栓塞症
表
7
-82
I26.900x008 肺梗死
表
7
-82
I26.900x009 慢性肺动脉栓塞
表
7
-82
I26.900x010 急性肺栓塞
表
7
-82
I26.900x011 急性大面积肺血栓栓塞症
表
7
-82
I26.900x012 急性次大面积肺血栓栓塞症
表
7
-82
I26.900x013 急性低风险性肺血栓栓塞症
表
7
-82
I26.900x015 急性肺血栓栓塞症
表
7
-82
I26.900x016 慢性肺血栓栓塞急性再发
表
7
-82
I26.900x017 感染性肺栓塞
表
7
-82
I26.900x018 肺动脉菌栓栓塞
表
7
-82
I26.901 肺血栓形成
表
7
-82
I26.902 慢性肺血栓栓塞症
表
7
-82
I33.000x001 恶性心内膜炎
表
7
-83
I33.000x004 感染性心内膜炎
表
7
-83
I33.000x006 革兰阳性杆菌性心内膜炎
表
7
-83
I33.000x007 急性细菌性心内膜炎
表
7
-83
I33.000x008 假单胞菌性心内膜炎
表
7
-83
I33.000x011 葡萄球菌性心内膜炎
表
7
-83
I33.000x020 二尖瓣瓣周脓肿
表
7
-83
I33.000x022 左心自体瓣膜性心内膜炎
表
7
-83
I33.000x024 机械相关性心内膜炎
表
7
-83
I33.001 急性感染性心内膜炎
表
7
-83
I33.002 亚急性感染性心内膜炎
表
7
-83
I33.003 链球菌性心内膜炎
表
7
-83
I33.004 真菌性心内膜炎
表
7
-83
I33.005 细菌性心内膜炎
表
7
-83
I33.006 感染性心内膜炎性赘生物
表
7
-83
I33.007 亚急性细菌性心内膜炎
表
7
-83
I33.008 二尖瓣赘生物
表
7
-83
I33.009 主动脉瓣赘生物
表
7
-83
I33.010 三尖瓣赘生物
表
7
-83
I33.011 肺动脉瓣赘生物
表
7
-83
I40.800x001 中毒性心肌炎
表
7
-83
I40.800x002 药物性心肌炎
表
7
-83
1149
疾病编码 疾病名称 排除内容
I40.800x003 过敏性心肌炎 表 7-83
I46.901 呼吸心跳骤停 表 7-83
I49.001 心室颤动 表 7-83
I49.002 心室扑动 表 7-83
I51.100x001 心脏腱索断裂 表 7-83
I51.301 心室血栓 表 7-83
I51.302 心房血栓 表 7-83
I51.303 心耳血栓 表 7-83
I51.304 心尖部血栓 表 7-83
I60.000 颈动脉弯管和杈的蛛网膜下出血 表 7-84
I60.000x001 颈内动脉虹吸弯和分叉部蛛网膜下腔出血 表 7-84
I60.000x002 颈内动脉分叉段动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.000x003 颈内动脉眼动脉段动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.000x004 脉络膜前动脉动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.000x006 颈内动脉海绵窦段动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.000x007 颈内动脉床突段动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.000x008 颈内动脉背侧动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.001 颈动脉动脉瘤破裂伴蛛网膜下隙出血 表 7-84
I60.100 大脑中动脉的蛛网膜下出血 表 7-84
I60.101 大脑中动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.200 前交通动脉的蛛网膜下出血 表 7-84
I60.200x002 大脑前-前交通动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.200x003 大脑前动脉近侧段(A1)动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.200x005 大脑前动脉远侧段(A2-A5)动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.200x007 胼胝体动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.201 前交通动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.300 后交通动脉的蛛网膜下出血 表 7-84
I60.301 后交通动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.400 基底动脉的蛛网膜下出血 表 7-84
I60.400x002 椎动脉与基底动脉结合部动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.400x003 基底动脉顶端动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.400x004 基底动脉干动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.401 基底动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.600x001 大脑后动脉动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.600x003 小脑前下动脉动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.600x004 小脑上动脉动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.600x006 多发颅内动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.600x007 颅内镜像动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.600x008 脑干前非动脉瘤出血[中脑周围非动脉瘤性出血] 表 7-84
I60.601 小脑后下动脉动脉瘤破裂伴蛛网膜下隙出血 表 7-84
I60.602 垂体上动脉动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.700x001 脑动脉瘤破裂伴蛛网膜下腔出血 表 7-84
I60.701 颅内动脉瘤破裂伴蛛网膜下隙出血 表 7-84
1150
疾病编码 疾病名称 排除内容
I60.800x002 脑动脉畸形伴蛛网膜下腔出血 表 7-84
I60.800x003 脑静脉畸形伴蛛网膜下腔出血 表 7-84
I60.800x004 脑海绵状血管畸形伴蛛网膜下腔出血 表 7-84
I60.800x005 脑干海绵状血管畸形伴蛛网膜下腔出血 表 7-84
I60.800x006 小脑幕下海绵状血管畸形伴蛛网膜下腔出血 表 7-84
I60.800x008 硬脑膜动静脉瘘伴蛛网膜下腔出血 表 7-84
I60.800x010 脑动脉夹层伴蛛网膜下腔出血 表 7-84
I60.800x013 脊髓动静脉畸形伴蛛网膜下腔出血 表 7-84
I60.800x015 颅脑肿瘤伴蛛网膜下腔出血 表 7-84
I60.801 脑动静脉畸形破裂伴蛛网膜下腔出血 表 7-84
I60.802 脑膜出血 表 7-84
I60.900x004 脑实质出血继发蛛网膜下腔出血 表 7-84
I60.900x006 蛛网膜下腔出血 表 7-84
I60.902+H45.0* 眼-脑综合征 表 7-84
I61.000x006 胼胝体出血 表 7-84
I61.000x007 尾状核头出血 表 7-84
I61.000x008 壳核出血 表 7-84
I61.000x009 尾状核出血 表 7-84
I61.000x011 最外囊出血 表 7-84
I61.001 豆状核出血 表 7-84
I61.002 大脑皮质下出血 表 7-84
I61.003 大脑后动脉出血 表 7-84
I61.004 基底节出血 表 7-84
I61.005 内囊出血 表 7-84
I61.006 外囊出血 表 7-84
I61.100x001 顶叶出血 表 7-84
I61.100x002 多处脑叶出血 表 7-84
I61.100x003 额叶出血 表 7-84
I61.100x004 额颞叶出血 表 7-84
I61.100x005 枕叶出血 表 7-84
I61.100x006 颞叶出血 表 7-84
I61.100x007 额顶叶脑出血 表 7-84
I61.100x008 顶枕叶脑出血 表 7-84
I61.100x009 额顶枕叶脑出血 表 7-84
I61.100x010 额颞顶叶脑出血 表 7-84
I61.100x011 额颞顶枕叶脑出血 表 7-84
I61.100x012 额颞枕叶脑出血 表 7-84
I61.100x013 颞顶叶脑出血 表 7-84
I61.100x014 颞枕叶脑出血 表 7-84
I61.101 脑叶出血 表 7-84
I61.200x001 大脑半球出血 表 7-84
I61.300x002 脑干出血 表 7-84
I61.300x003 延髓出血 表 7-84
1151
疾病编码 疾病名称 排除内容
I61.300x004 中脑出血 表 7-84
I61.301 脑桥出血 表 7-84
I61.400x001 小脑出血 表 7-84
I61.400x002 小脑扁桃体出血 表 7-84
I61.400x003 小脑蚓部出血 表 7-84
I61.500x002 侧脑室出血 表 7-84
I61.500x003 第三脑室出血 表 7-84
I61.500x004 第四脑室出血 表 7-84
I61.500x005 多个脑室出血 表 7-84
I61.500x006 继发性脑室出血 表 7-84
I61.500x007 原发性脑室出血 表 7-84
I61.500x008 脑室出血 表 7-84
I61.600x001 多灶性脑出血 表 7-84
I61.800x001 脑穿支动脉出血 表 7-84
I61.801 间脑出血 表 7-84
I61.802 丘脑出血 表 7-84
I61.803 丘脑下部出血 表 7-84
I61.900x002 脑出血 表 7-84
I61.900x004 脑出血血肿扩大 表 7-84
I61.900x005 脑静脉闭塞后出血 表 7-84
I61.900x006 脑血管炎性脑出血 表 7-84
I61.900x007 脑肿瘤卒中 表 7-84
I61.900x008 凝血功能障碍性脑出血 表 7-84
I61.901 大脑中动脉出血 表 7-84
I61.902 高血压脑出血 表 7-84
I61.903 脑血肿 表 7-84
I61.904 出血性脑软化 表 7-84
I61.905 脑血管破裂 表 7-84
I62.000 硬膜下出血(急性)(非创伤性) 表 7-84
I62.000x001 非创伤性硬脑膜下出血 表 7-84
I62.000x005 亚急性非创伤性硬脑膜下出血 表 7-84
I62.000x007 慢性非创伤性硬脑膜下出血 表 7-84
I62.001 急性非创伤性硬膜下血肿 表 7-84
I62.003 慢性硬膜下血肿 表 7-84
I62.100 非创伤性硬膜外出血 表 7-84
I62.100x001 急性非创伤性硬脑膜外出血 表 7-84
I62.100x003 亚急性非创伤性硬脑膜外出血 表 7-84
I62.100x004 慢性非创伤性硬膜外血肿 表 7-84
I62.101 硬膜外血肿 表 7-84
I62.900x001 非创伤性颅内出血 表 7-84
I63.000 入脑前动脉血栓形成引起的脑梗死 表 7-84
I63.001 基底动脉血栓形成脑梗死 表 7-84
I63.002 颈动脉血栓形成脑梗死 表 7-84
1152
疾病编码 疾病名称 排除内容
I63.003 椎动脉血栓形成脑梗死 表 7-84
I63.100 入脑前动脉栓塞引起的脑梗死 表 7-84
I63.101 基底动脉栓塞脑梗死 表 7-84
I63.102 颈动脉栓塞脑梗死 表 7-84
I63.103 椎动脉栓塞脑梗死 表 7-84
I63.200 入脑前动脉的闭塞或狭窄引起的脑梗死 表 7-84
I63.201 颈内动脉狭窄脑梗死 表 7-84
I63.202 颈总动脉狭窄脑梗死 表 7-84
I63.203 颈动脉狭窄脑梗死 表 7-84
I63.204 颈动脉闭塞脑梗死 表 7-84
I63.205 基底动脉闭塞脑梗死 表 7-84
I63.206 基底动脉狭窄脑梗死 表 7-84
I63.207 椎动脉闭塞脑梗死 表 7-84
I63.208 椎动脉狭窄脑梗死 表 7-84
I63.401 大脑动脉栓塞引起的偏瘫 表 7-84
I63.402 大脑动脉栓塞引起脑梗死 表 7-84
I63.500 大脑动脉的闭塞或狭窄引起的脑梗死 表 7-84
I63.500x002 丘脑穿支动脉梗死 表 7-84
I63.501 大脑动脉狭窄脑梗死 表 7-84
I63.502 大脑动脉闭塞脑梗死 表 7-84
I64.x01 脑血管意外 表 7-84
I67.000x001 脑动脉夹层 表 7-84
I67.000x002 大脑前动脉夹层 表 7-84
I67.000x003 大脑中动脉夹层 表 7-84
I67.000x005 颅内颈内动脉夹层 表 7-84
I67.000x009 颅内椎动脉夹层 表 7-84
I67.000x010 大脑后动脉夹层 表 7-84
I67.100x001 脑动脉瘤 表 7-84
I67.100x005 脑膜动静脉瘘 表 7-84
I67.100x007 海绵窦动静脉瘘 表 7-84
I67.100x008 垂体上动脉瘤 表 7-84
I67.100x010 颅内多发动脉瘤 表 7-84
I67.100x011 脉络膜前动脉瘤 表 7-84
I67.100x013 前循环动脉瘤 表 7-84
I67.100x014 颈内动脉海绵窦段动脉瘤 表 7-84
I67.100x015 颈内动脉床突段动脉瘤 表 7-84
I67.100x016 颈内动脉眼动脉段动脉瘤 表 7-84
I67.100x017 颅内巨大动脉瘤 表 7-84
I67.100x018 颅内镜像动脉瘤 表 7-84
I67.100x019 颈内动脉分叉段动脉瘤 表 7-84
I67.100x020 大脑前-前交通动脉瘤 表 7-84
I67.100x021 大脑前动脉近侧段(A1)动脉瘤 表 7-84
I67.100x023 大脑前动脉远侧段(A2-A5)动脉瘤 表 7-84
1153
疾病编码 疾病名称 排除内容
I67.100x026 椎动脉与基底动脉结合部动脉瘤 表 7-84
I67.100x027 基底动脉顶端动脉瘤 表 7-84
I67.100x028 基底动脉干动脉瘤 表 7-84
I67.100x029 小脑前下动脉动脉瘤 表 7-84
I67.100x030 小脑后下动脉动脉瘤 表 7-84
I67.100x032 后循环动脉瘤 表 7-84
I67.100x033 大脑后动脉动脉瘤 表 7-84
I67.100x034 颈内动脉背侧动脉瘤 表 7-84
I67.100x035 小脑上动脉动脉瘤 表 7-84
I67.101 脑动静脉瘘,后天性 表 7-84
I67.103 后交通动脉瘤 表 7-84
I67.104 椎动脉假性动脉瘤 表 7-84
I67.105 基底动脉瘤 表 7-84
I67.106 颈内动脉海绵窦瘘 表 7-84
I67.107 前交通动脉瘤 表 7-84
I67.108 大脑中动脉瘤 表 7-84
I67.109 脑假性动脉瘤 表 7-84
I67.110 颅内动脉瘤 表 7-84
I67.111 小脑动脉瘤 表 7-84
I67.500 烟雾病 表 7-84
I67.600x003 乙状窦憩室 表 7-84
I67.600x007 颅内静脉非化脓性血栓形成 表 7-84
I67.600x008 非化脓性直窦血栓形成 表 7-84
I67.601 颅内静脉窦非脓性血栓形成 表 7-84
I67.602 横窦非脓性血栓形成 表 7-84
I67.603 海绵窦非脓性血栓形成 表 7-84
I67.604 上矢状窦非脓性血栓形成 表 7-84
I67.605 乙状窦非脓性血栓形成 表 7-84
I67.606 大脑静脉非脓性血栓形成 表 7-84
I69.300 脑梗死后遗症 表 7-84
I69.300x002 陈旧性脑梗死 表 7-84
I69.300x003 脑梗死恢复期 表 7-84
I71.000x002 主动脉夹层 表 7-85
I71.000x003 主动脉壁内血肿 表 7-85
I71.000x004 升主动脉壁内血肿 表 7-85
I71.000x005 主动脉弓壁内血肿 表 7-85
I71.000x006 胸主动脉壁内血肿 表 7-85
I71.000x007 腹主动脉壁内血肿 表 7-85
I71.000x008 胸腹主动脉壁内血肿 表 7-85
I71.000x011 主动脉夹层 A 型 表 7-85
I71.000x012 主动脉夹层 A1S 型 表 7-85
I71.000x013 主动脉夹层 A2S 型 表 7-85
I71.000x014 主动脉夹层 A3S 型 表 7-85
1154
疾病编码 疾病名称 排除内容
I71.000x015 主动脉夹层 A1C
型
表
7
-85
I71.000x016 主动脉夹层 A2C
型
表
7
-85
I71.000x017 主动脉夹层 A3C
型
表
7
-85
I71.000x021 主动脉夹层
B
型
表
7
-85
I71.000x022 主动脉夹层 B1S
型
表
7
-85
I71.000x023 主动脉夹层 B2S
型
表
7
-85
I71.000x024 主动脉夹层 B3S
型
表
7
-85
I71.000x025 主动脉夹层 B1C
型
表
7
-85
I71.000x026 主动脉夹层 B2C
型
表
7
-85
I71.000x027 主动脉夹层 B3C
型
表
7
-85
I71.001 主动脉夹层动脉瘤破裂
表
7
-85
I71.002 降主动脉夹层
表
7
-85
I71.003 升主动脉夹层
表
7
-85
I71.004 腹主动脉夹层
表
7
-85
I71.005 主动脉夹层壁间血肿
表
7
-85
I71.006 腹主动脉壁间出血
表
7
-85
I71.007 胸主动脉夹层
表
7
-85
I71.100 胸主动脉瘤破裂
表
7
-85
I71.101 主动脉弓破裂
表
7
-85
I71.300 腹主动脉瘤破裂
表
7
-85
I71.800 主动脉瘤破裂
表
7
-85
I71.801 主动脉破裂
表
7
-85
I72.400 下肢动脉瘤伴夹层
表
7
-85
I72.400x110 股动脉瘤
表
7
-85
I72.400x111 股总动脉瘤
表
7
-85
I72.400x112 股深动脉瘤
表
7
-85
I72.400x113 股浅动脉瘤
表
7
-85
I72.400x121 股总动脉假性动脉瘤
表
7
-85
I72.400x122 股深动脉假性动脉瘤
表
7
-85
I72.400x123 股浅动脉假性动脉瘤
表
7
-85
I72.400x130 股动脉夹层
表
7
-85
I72.400x131 股总动脉夹层
表
7
-85
I72.400x132 股深动脉夹层
表
7
-85
I72.400x133 股浅动脉夹层
表
7
-85
I72.400x210 胫动脉瘤
表
7
-85
I72.400x212 胫前动脉瘤
表
7
-85
I72.400x213 胫后动脉瘤
表
7
-85
I72.400x222 胫前动脉假性动脉瘤
表
7
-85
I72.400x230 胫动脉夹层
表
7
-85
I72.400x232 胫前动脉夹层
表
7
-85
I72.400x310 腓动脉瘤
表
7
-85
I72.400x320 腓动脉假性动脉瘤
表
7
-85
I72.400x410 胫腓干动脉瘤
表
7
-85
1155
疾病编码 疾病名称 排除内容
I72.400x520 腘动脉假性动脉瘤
表
7
-85
I72.400x530 腘动脉夹层
表
7
-85
I72.401 下肢假性动脉瘤
表
7
-85
I72.402 下肢假性动脉瘤破裂
表
7
-85
I72.403 股动脉假性动脉瘤破裂
表
7
-85
I72.404 股动脉假性动脉瘤
表
7
-85
I72.405 腘动脉瘤
表
7
-85
I74.000x003 勒里施综合征[Leriche 综合征
]
表
7
-85
I74.001 腹主动脉栓塞
表
7
-85
I74.002 腹主动脉血栓形成
表
7
-85
I74.003 主动脉分叉综合征
表
7
-85
I74.004 平肾腹主动脉闭塞
表
7
-85
I74.005 肾下腹主动脉闭塞
表
7
-85
I74.006 腹主动脉闭塞
表
7
-85
I77.000x008 子宫旁动静脉瘘
表
7
-85
I77.000x011 动静脉内瘘血栓形成
表
7
-85
I77.000x012 脊髓动静脉瘘
表
7
-85
I77.000x013 硬脊膜下髓周动静脉瘘
表
7
-85
I77.000x014 桡动静脉瘘
表
7
-85
I77.000x015 肱动静脉瘘
表
7
-85
I77.000x017 肝动静脉瘘
表
7
-85
I77.001 头面部动静脉瘘
表
7
-85
I77.002 硬脊膜动静脉瘘
表
7
-85
I77.003 耳廓动静脉瘘
表
7
-85
I77.004 眶动静脉瘘
表
7
-85
I77.005 锁骨下动静脉瘘
表
7
-85
I77.006 支气管动静脉瘘
表
7
-85
I77.007 腹主动脉下腔静脉瘘
表
7
-85
I77.008 脾动静脉瘘
表
7
-85
I77.009 子宫动静脉瘘
表
7
-85
I77.010 肾动静脉瘘
表
7
-85
I77.011 盆腔动静脉瘘
表
7
-85
I77.012 股动静脉瘘
表
7
-85
I77.013 下肢动静脉瘘
表
7
-85
I77.014 多发性动静脉瘘
表
7
-85
I77.100x004 髂动脉狭窄
表
7
-85
I77.100x005 髂动脉迂曲
表
7
-85
I77.100x011 肝动脉狭窄
表
7
-85
I77.100x012 降主动脉狭窄
表
7
-85
I77.100x014 股深动脉狭窄
表
7
-85
I77.100x015 股浅动脉狭窄
表
7
-85
I77.100x018 胫动脉狭窄
表
7
-85
I77.100x027 股总动脉狭窄
表
7
-85
1156
疾病编码 疾病名称 排除内容
I77.100x028 胫腓干动脉狭窄
表
7
-85
I77.100x029 脾动脉狭窄
表
7
-85
I77.100x031 肠系膜下动脉狭窄
表
7
-85
I77.100x032 桡动脉狭窄
表
7
-85
I77.101 颈动脉迂曲
表
7
-85
I77.102 锁骨下动脉狭窄
表
7
-85
I77.103 无名动脉迂曲
表
7
-85
I77.104 无名动脉狭窄
表
7
-85
I77.105 肱动脉狭窄
表
7
-85
I77.106 肱动脉迂曲
表
7
-85
I77.107 腋动脉狭窄
表
7
-85
I77.108 上肢动脉狭窄
表
7
-85
I77.109 主动脉迂曲
表
7
-85
I77.110 后天性主动脉狭窄
表
7
-85
I77.111 胸主动脉狭窄
表
7
-85
I77.112 腹主动脉狭窄
表
7
-85
I77.113 主动脉弓狭窄
表
7
-85
I77.114 腹腔干动脉狭窄
表
7
-85
I77.115 股动脉狭窄
表
7
-85
I77.117 腘动脉狭窄
表
7
-85
I77.118 腘动脉挤压综合征
表
7
-85
I77.120 胫前动脉狭窄
表
7
-85
I77.121 胫后动脉狭窄
表
7
-85
I77.123 腓动脉狭窄
表
7
-85
I77.125 髂总动脉狭窄
表
7
-85
I77.126 髂外动脉狭窄
表
7
-85
I77.127 髂内动脉狭窄
表
7
-85
I77.129 下肢动脉狭窄
表
7
-85
I77.130 腘血管陷迫综合征
表
7
-85
I77.131 移植肝动脉狭窄
表
7
-85
I77.200 动脉破裂
表
7
-85
I77.201 动脉瘘
表
7
-85
I77.202 支气管动脉
-肺动脉瘘
表
7
-85
I77.203 肺动脉瘘
表
7
-85
I77.204 腹主动脉
-空肠瘘
表
7
-85
I77.600 动脉炎
表
7
-85
I77.600x001 大动脉炎
表
7
-85
I77.600x004 多发性大动脉炎
表
7
-85
I77.600x011 显微镜下多血管炎
表
7
-85
I77.600x012 药物性血管炎
表
7
-85
I77.600x014 重症血管炎
表
7
-85
I77.600x015 肺动脉炎
表
7
-85
I77.600x016 中枢神经系统血管炎
表
7
-85
1157
疾病编码 疾病名称 排除内容
I77.601 主动脉炎 表 7-85
I77.602 动脉内膜炎 表 7-85
I77.603 血管炎 表 7-85
I77.604 上肢动脉炎 表 7-85
I77.605 下肢动脉炎 表 7-85
I77.800x002 主动脉根部病变 表 7-85
I77.800x006 颈动脉溃疡 表 7-85
I77.800x007 锁骨下动脉溃疡 表 7-85
I77.800x008 椎动脉溃疡 表 7-85
I77.800x009 肾动脉溃疡 表 7-85
I77.800x010 腹腔动脉溃疡 表 7-85
I77.800x011 肠系膜动脉溃疡 表 7-85
I77.800x014 髂动脉溃疡 表 7-85
I77.800x015 股动脉溃疡 表 7-85
I77.800x020 升主动脉溃疡 表 7-85
I77.800x021 主动脉弓溃疡 表 7-85
I77.800x022 胸主动脉溃疡 表 7-85
I77.800x024 胸腹主动脉溃疡 表 7-85
I77.801 动脉溃疡 表 7-85
I77.802 腹主动脉溃疡 表 7-85
I77.803 主动脉溃疡 表 7-85
I77.804 德戈病 表 7-85
I77.805 后天性腹主动脉畸形 表 7-85
I77.806 主动脉脓肿 表 7-85
I77.807 动脉糜烂 表 7-85
I77.900 动脉和小动脉的疾患 表 7-85
I80.100x003 髂股静脉炎 表 7-86
I80.101 股静脉炎 表 7-86
I80.102 股静脉血栓性静脉炎 表 7-86
I80.103 髂股静脉血栓形成 表 7-86
I80.104 股静脉血栓形成 表 7-86
I80.300x005 下肢静脉闭塞 表 7-86
I80.300x006 下肢静脉肌间血栓形成 表 7-86
I80.301 下肢静脉炎 表 7-86
I80.302 下肢血栓性静脉炎 表 7-86
I80.303 下肢静脉血栓形成 表 7-86
I80.800 静脉炎和血栓性静脉炎，其他部位的 表 7-86
I80.800x002 胸壁血栓性静脉炎[蒙道尔病] 表 7-86
I80.800x006 腹壁静脉炎 表 7-86
I80.800x007 肾静脉周围炎 表 7-86
I80.801 眶内血栓性静脉炎 表 7-86
I80.802 乳腺血栓性静脉炎 表 7-86
I80.803 上肢静脉炎 表 7-86
1158
疾病编码 疾病名称 排除内容
I80.804 上肢血栓性静脉炎 表 7-86
I80.900x003 肝门静脉瘤栓 表 7-86
I80.901 静脉炎 表 7-86
I80.902 血栓性静脉炎 表 7-86
I82.000x001 布-加综合征[budd-chiari 综合征] 表 7-86
I82.001 肝静脉血栓形成 表 7-86
I82.200x001 腔静脉栓塞 表 7-86
I82.201 腔静脉瘤栓 表 7-86
I82.202 上腔静脉血栓形成 表 7-86
I82.203 下腔静脉血栓形成 表 7-86
I82.204 下腔静脉栓塞 表 7-86
I82.300x001 肾静脉栓塞 表 7-86
I82.301 肾静脉血栓形成 表 7-86
I82.302 肾静脉瘤栓 表 7-86
J04.100 急性气管炎 表 7-88
J06.800x001 急性咽气管炎 表 7-88
J09.x00 被标明的人畜共患或大流行性流感病毒引起的流感 表 7-89
J09.x02 人感染 H7N9 禽流感 表 7-89
J10.000 流行性感冒伴有肺炎，季节性流感病毒 表 7-89
J10.000x001 已知病毒的流感性肺炎 表 7-89
J10.001 甲型 H1N1 流行性感冒性肺炎 表 7-89
J12.900 病毒性肺炎 表 7-89
J13.x00 链球菌性肺炎 表 7-89
J14.x00 流感嗜血杆菌性肺炎 表 7-89
J15.000 肺炎杆菌性肺炎 表 7-89
J15.000x002 克雷白氏杆菌性肺炎 表 7-89
J15.100 假单胞菌性肺炎 表 7-89
J15.101 铜绿假单胞菌性肺炎 表 7-89
J15.200 葡萄球菌性肺炎 表 7-89
J15.500 大肠杆菌性肺炎 表 7-89
J15.600x002 革兰阴性细菌性肺炎 表 7-89
J15.600x003 粘质沙雷菌性肺炎 表 7-89
J15.600x005 鲍曼不动杆菌性肺炎 表 7-89
J15.600x006 坂崎肠杆菌性肺炎 表 7-89
J15.601 变形杆菌性肺炎 表 7-89
J15.602 阴沟杆菌性肺炎 表 7-89
J15.800x001 革兰阳性细菌性肺炎 表 7-89
J15.800x002 产气杆菌性肺炎 表 7-89
J15.900 细菌性肺炎 表 7-89
J15.901 细菌性支气管肺炎 表 7-89
J15.902 社区获得性肺炎，非重症 表 7-89
J15.903 社区获得性肺炎，重症 表 7-89
J18.100 大叶性肺炎 表 7-89
1159
疾病编码 疾病名称 排除内容
J18.800x001 多重感染的肺炎 表 7-89
J18.800x002 节段性肺炎 表 7-89
J18.800x004 中毒性肺炎 表 7-89
J18.800x006 中叶性肺炎 表 7-89
